code Swiss-Prot
2PE6 SUMO1_HUMAN
2PE7 THM1_THADA
2PE8 SPF45_HUMAN
2PE9 UBC_HUMAN
2PEA UBC_HUMAN
2PEC PLYC_ERWCH
2PED OPSD_BOVIN
2PEG HBA_PAGBE
2PEH SF3B1_HUMAN
2PEL LECG_ARAHY
2PER CLIC2_HUMAN
2PES URIC_ASPFL
2PET BCAM_HUMAN
2PEV ALDR_HUMAN
2PEY PAPS1_HUMAN
2PEZ PAPS1_HUMAN
2PF0 EXG_CANAL
2PF1 THRB_BOVIN
2PF2 THRB_BOVIN
2PF4 2AAA_MOUSE
2PF5 TSG6_HUMAN
2PF6 BCAM_HUMAN
2PF8 ALDR_HUMAN
2PFC Y098_MYCTU
2PFD FTCD_RAT
2PFF FAS1_YEAST
2PFG CBR1_HUMAN
2PFH ALDR_HUMAN
2PFI CLCKA_HUMAN
2PFJ ENRN_BPT7
2PFK K6PF1_ECOLI
2PFL PFLB_ECOLI
2PFN DPOLL_HUMAN
2PFO DPOLL_HUMAN
2PFP DPOLL_HUMAN
2PFQ DPOLL_HUMAN
2PFR ARY2_HUMAN
2PFT EXOC7_MOUSE
2PFU EXBD_ECOLI
2PFV EXO70_YEAST
2PG1 DC1I2_RAT
2PG2 KIF11_HUMAN
2PG3 QUEC_ERWCT
2PG5 CP2AD_HUMAN
2PG6 CP2AD_HUMAN
2PG7 CP2AD_HUMAN
2PGA UDP_SALTY
2PGB THRB_HUMAN
2PGD 6PGD_SHEEP
2PGG RDRP_IBDV
2PGH HBA_PIG
2PGI G6PIB_BACST
2PGJ CD38_HUMAN
2PGK PGK1_HORSE
2PGL CD38_HUMAN
2PGQ THRB_HUMAN
2PGT GSTP1_HUMAN
2PGV BGAT_HUMAN
2PGX YHIQ_ECOLI
2PGY BGAT_HUMAN
2PH4 PA2H_ZHAMA
2PH6 BACE1_HUMAN
2PH7 Y2093_ARCFU
2PH8 BACE1_HUMAN
2PHA ARGI1_HUMAN
2PHB FA10_HUMAN
2PHE TCP4_HUMAN
2PHG TF2B_HUMAN
2PHH PHHY_PSEFL
2PHI PA21B_PIG
2PHK PHKG1_RABIT
2PHL PHSB_PHAVU
2PHM PH4H_RAT
2PHN COFE_ARCFU
2PHO ARGI1_HUMAN
2PHP Y236_METJA
2PHV COX3_EMENI
2PHY PYP_HALHA
2PHZ FEUA_BACSU
2PI0 IRF3_HUMAN
2PI2 RFA2_HUMAN
2PI3 OSPA1_BORBU
2PI4 RPOL_BPT7
2PI5 RPOL_BPT7
2PI6 CH3L1_SHEEP
2PI8 MLTA_ECOLI
2PIA PDR_BURCE
2PIC MLTA_ECOLI
2PID SYYM_HUMAN
2PIE RNF8_HUMAN
2PIF Y5379_PSESM
2PIH YMCA_BACSU
2PII GLNB_ECOLI
2PIL FMM1_NEIGO
2PIN THB_HUMAN
2PIO ANDR_HUMAN
2PIP ANDR_HUMAN
2PIQ ANDR_HUMAN
2PIR ANDR_HUMAN
2PIT ANDR_HUMAN
2PIU ANDR_HUMAN
2PIV ANDR_HUMAN
2PIW ANDR_HUMAN
2PIX ANDR_HUMAN
2PIY CBPB1_PIG
2PIZ CBPB1_PIG
2PJ0 CBPB1_PIG
2PJ1 CBPB1_PIG
2PJ2 CBPB1_PIG
2PJ3 CBPB1_PIG
2PJ4 CBPB1_PIG
2PJ5 CBPB1_PIG
2PJ6 CBPB1_PIG
2PJ7 CBPB1_PIG
2PJ8 CBPB1_PIG
2PJ9 CBPB1_PIG
2PJA CBPB1_PIG
2PJB CBPB1_PIG
2PJC CBPB1_PIG
2PJD RSMC_ECOLI
2PJF DISR_AGKRH
2PJG DISR_AGKRH
2PJH NPL4_MOUSE
2PJI DISR_AGKRH
2PJJ MLTA_ECOLI
2PJL ERR1_HUMAN
2PJO RICI_RICCO
2PJP SELB_ECOLI
2PJR PCRA_BACST
2PJT MMP13_HUMAN
2PJU PRPR_ECOLI
2PJV ENV_HV1MF
2PJW HSE1_YEAST
2PJX STX4_MOUSE
2PJY TGFB3_HUMAN
2PK2 CCNT1_HUMAN
2PK4 PLMN_HUMAN
2PK5 POL_HV1BR
2PK6 POL_HV1BR
2PK7 Y1779_PSEF5
2PK9 PHO80_YEAST
2PKA KLK_PIG
2PKC PRTK_TRIAL
2PKD SLAF5_HUMAN
2PKF ADOK_MYCTU
2PKG 2AAA_HUMAN
2PKK ADOK_MYCTU
2PKL ANDR_HUMAN
2PKM ADOK_MYCTU
2PKN ADOK_MYCTU
2PKO URM1_YEAST
2PKP HACB_METJA
2PKQ G3PA_SPIOL
2PKR G3PA_SPIOL
2PKS THRB_HUMAN
2PKT PDLI1_HUMAN
2PKU PICK1_RAT
2PKW YHIQ_SALTY
2PKX PHOP_ECOLI
2PKY DHLA_XANAU
2PL0 LCK_HUMAN
2PL1 PHOP_ECOLI
2PL3 DDX10_HUMAN
2PL5 METX_LEPIN
2PL6 HYP2_TRIRE
2PL7 HYP2_TRIRE
2PL9 CHEY_SALTY
2PLA GPD1L_HUMAN
2PLC PLC_LISMO
2PLD PLCG1_BOVIN
2PLE PLCG1_BOVIN
2PLF IF2G_SULSO
2PLH THN1_WHEAT
2PLL ARGI1_HUMAN
2PLM MTAD_THEMA
2PLP SPG1_STRSG
2PLQ AMIE_BACSP
2PLR KTHY2_SULTO
2PLT PLAS_CHLRE
2PLV POLG_POL1M
2PLX TI_VERHE
2PLY SELB_MOOTH
2PLZ DEFB1_HUMAN
2PM1 DEF1_HUMAN
2PM4 DEF3_HUMAN
2PM5 DEF3_HUMAN
2PM6 SEC13_YEAST
2PM7 SEC13_YEAST
2PM8 CHLE_HUMAN
2PM9 SEC13_YEAST
2PMC CHEY_SALTY
2PMD IF2G_SULSO
2PME SYG_HUMAN
2PMF SYG_HUMAN
2PMI PHO80_YEAST
2PMJ PA28_DABRR
2PMK HLYBP_ECOLX
2PMP ISPF_ARATH
2PMS TRFL_HUMAN
2PMT GST_PROMI
2PMV IF_HUMAN
2PMW PCSK9_HUMAN
2PMY RASEF_HUMAN
2PMZ RPOA1_SULSO
2PN7 GGCT_HUMAN
2PN8 PRDX4_HUMAN
2PNA P85A_BOVIN
2PNB P85A_BOVIN
2PNC AOCX_BOVIN
2PNF FABG_AQUAE
2PNG FAS_RAT
2PNH PRIB_ECOLI
2PNI P85A_BOVIN
2PNJ HEMH_HUMAN
2PNL POLS_IPNVS
2PNM POLS_IPNVS
2PNN TRPV1_RAT
2PNO LTC4S_HUMAN
2PNQ PDP1_RAT
2PNR ODP2_HUMAN
2PNS ERVC_TABDI
2PNT GRASP_HUMAN
2PNU ANDR_HUMAN
2PNV KCNN2_RAT
2PNX ING4_HUMAN
2PNY IDI2_HUMAN
2PNZ ECX1_PYRAB
2PO0 ECX1_PYRAB
2PO1 ECX1_PYRAB
2PO2 ECX1_PYRAB
2PO5 HEMH_HUMAN
2PO6 B2MG_HUMAN
2PO7 HEMH_HUMAN
2PO8 ITR2_MOMCO
2POA FABP_SCHMA
2POB PPARG_HUMAN
2POC GFA1_CANAL
2POF CDH_ECO57
2POG ESR1_HUMAN
2POH VG26_BPP22
2POI XIAP_HUMAN
2POJ MMP12_HUMAN
2POL DPO3B_ECOLI
2POM TAB1_HUMAN
2PON B2CL1_HUMAN
2POO PHYT_BACSD
2POP TAB1_HUMAN
2POQ DHDH_MACFA
2POR PORI_RHOCA
2POT TGT_ZYMMO
2POU CAH2_HUMAN
2POV CAH2_HUMAN
2POW CAH2_HUMAN
2PP4 MTG8_HUMAN
2PP7 NIR_ALCFA
2PP8 NIR_ALCFA
2PP9 NIR_ALCFA
2PPA NIR_ALCFA
2PPB RPOA_THETH
2PPC NIR_ALCFA
2PPD NIR_ALCFA
2PPE NIR_ALCFA
2PPF NIR_ALCFA
2PPH M3K3_HUMAN
2PPI GAN_HUMAN
2PPL LIPR1_HUMAN
2PPN FKB1A_HUMAN
2PPO FKB1A_HUMAN
2PPP FKB1A_HUMAN
2PPQ KHSE_AGRT5
2PPS PSAA_THEEB
2PPZ VILI_CHICK
2PQ2 PRTK_TRIAL
2PQ3 CALM_RAT
2PQ4 NAPA_ECOLI
2PQ5 DUS13_HUMAN
2PQ8 MYST1_HUMAN
2PQ9 AROA_ECOLI
2PQA RFA2_HUMAN
2PQB AROA_AGRSC
2PQC AROA_AGRSC
2PQD AROA_AGRSC
2PQE NUC_STAAU
2PQF PAR12_HUMAN
2PQG RIP3_MAIZE
2PQH SPTA2_CHICK
2PQI RIPX_MAIZE
2PQJ RIPX_MAIZE
2PQK MCL1_HUMAN
2PQN FIS1_YEAST
2PQR CAF4_YEAST
2PQS MFGM_BOVIN
2PQT ARY1_HUMAN
2PQU PCBP2_HUMAN
2PQW LMBL1_HUMAN
2PQX RNI_ECOLI
2PQY RNI_ECOLI
2PQZ POL_HV1BR
2PR1 YLBP_BACSU
2PR2 INHA_MYCTU
2PR3 FA10_HUMAN
2PR5 PHOT_BACSU
2PR6 PHOT_BACSU
2PR9 AP2M1_RAT
2PRC CYCR_RHOVI
2PRD IPYR_THET8
2PRF PRO1A_ACACA
2PRG NCOA1_HUMAN
2PRH PYRD_HUMAN
2PRI PYGM_RABIT
2PRJ PYGM_RABIT
2PRK PRTK_TRIAL
2PRL PYRD_HUMAN
2PRM PYRD_HUMAN
2PRN PORI_RHOBL
2PRO PRLA_LYSEN
2PRQ AMPX_VIBPR
2PRS ZNUA_ECOLI
2PRT WT1_HUMAN
2PRU S100B_HUMAN
2PRV YOBK_BACSU
2PRY PYRE_YEAST
2PRZ PYRE_YEAST
2PS0 ZNUA_ECOLI
2PS1 PYRE_YEAST
2PS3 ZNUA_ECOLI
2PS4 TRI5_FUSSP
2PS5 TRI5_FUSSP
2PS6 TRI5_FUSSP
2PS7 TRI5_FUSSP
2PS8 TRI5_FUSSP
2PS9 ZNUA_ECOLI
2PSA KLK3_HUMAN
2PSB YERB_BACSU
2PSD LUCI_RENRE
2PSE LUCI_RENRE
2PSF LUCI_RENRE
2PSG PEPA_PIG
2PSH LUCI_RENRE
2PSJ LUCI_RENRE
2PSM I15RA_MOUSE
2PSN ENOA_HUMAN
2PSO STA13_HUMAN
2PSP TFF2_PIG
2PSQ FGFR2_HUMAN
2PSR S10A7_HUMAN
2PSW NAA50_HUMAN
2PSX KLK5_HUMAN
2PSY KLK5_HUMAN
2PT1 FUTA1_SYNY3
2PT2 FUTA1_SYNY3
2PT3 PERL_BOVIN
2PT5 AROK_AQUAE
2PTA KAX71_PANIM
2PTC BPT1_BOVIN
2PTD PLC_BACCE
2PTE DAC_STRSR
2PTF Y863_METTH
2PTH PTH_ECOLI
2PTK SRC_CHICK
2PTN TRY1_BOVIN
2PTQ PUR8_ECOLI
2PTR PUR8_ECOLI
2PTS PUR8_ECOLI
2PTT CD244_MOUSE
2PTU CD244_MOUSE
2PTV CD48_MOUSE
2PU2 AMPC_ECOLI
2PU4 AMPC_ECOLI
2PU5 BPHD_BURXL
2PU7 BPHD_BURXL
2PU8 MTNK_BACSU
2PU9 FTRV_SYNY3
2PUA PURR_ECOLI
2PUB PURR_ECOLI
2PUC PURR_ECOLI
2PUD PURR_ECOLI
2PUE PURR_ECOLI
2PUF PURR_ECOLI
2PUG PURR_ECOLI
2PUH BPHD_BURXL
2PUI MTNK_BACSU
2PUJ BPHD_BURXL
2PUK FTRV_SYNY3
2PUL MTNK_BACSU
2PUM PERL_BOVIN
2PUN MTNK_BACSU
2PUO FTRV_SYNY3
2PUP MTNK_BACSU
2PUQ FA7_HUMAN
2PUR DAPA_ECOLI
2PUS RDRP_IBDV
2PUT GFA1_CANAL
2PUU MK14_MOUSE
2PUV GFA1_CANAL
2PUW GFA1_CANAL
2PUX PAR3_MOUSE
2PUY PF21A_HUMAN
2PUZ HUTI_AGRT5
2PV0 DNM3L_HUMAN
2PV1 SURA_ECOLI
2PV2 SURA_ECOLI
2PV3 SURA_ECOLI
2PV6 ENV_HV1H2
2PV7 TYRA_HAEIN
2PV9 PAR4_MOUSE
2PVA PAC_BACSH
2PVB PRVB_ESOLU
2PVC DNM3L_HUMAN
2PVD FTRV_SYNY3
2PVE RUBR_CLOPA
2PVF FGFR2_HUMAN
2PVG FER_SYNY3
2PVH CSK2A_MAIZE
2PVI T2P2_PROVU
2PVJ CSK2A_MAIZE
2PVK CSK2A_MAIZE
2PVL CSK2A_MAIZE
2PVM CSK2A_MAIZE
2PVN CSK2A_MAIZE
2PVO FER_SYNY3
2PVP DDL_HELPY
2PVQ GST_OCHAN
2PVR CSK21_HUMAN
2PVS LIPR2_HUMAN
2PVT PA28_DABRR
2PVV FOLH1_HUMAN
2PVW FOLH1_HUMAN
2PVX RUBR_PYRFU
2PVY FGFR2_HUMAN
2PW3 PDE4D_HUMAN
2PW5 NUC_STAAW
2PW6 YGID_ECOLI
2PW7 NUC_STAAW
2PW8 HIRV1_HIRME
2PWA PRTK_TRIAL
2PWB PRTK_TRIAL
2PWC POL_HV1BR
2PWL FGFR2_HUMAN
2PWM POL_HV1N5
2PWN TPPC3_MOUSE
2PWO POL_HV1N5
2PWR POL_HV1BR
2PWS PA28_DABRR
2PWU TGT_ZYMMO
2PWV TGT_ZYMMO
2PWX R1AB_CVHSA
2PWY TRMI_THET2
2PWZ MDH_ECOLI
2PX0 FLHF_BACSU
2PX1 TRFL_BOVIN
2PX2 POLG_MVEV5
2PX3 FLHF_BACSU
2PX4 POLG_MVEV5
2PX5 POLG_MVEV5
2PX6 FAS_HUMAN
2PX7 ISPD_THET8
2PX8 POLG_MVEV5
2PX9 SAE2_HUMAN
2PXA POLG_MVEV5
2PXB SRP54_ECOLI
2PXC POLG_MVEV5
2PXD SRP54_ECOLI
2PXE SRP54_ECOLI
2PXF SRP54_ECOLI
2PXH SYY_METJA
2PXI DPOLB_HUMAN
2PXJ KDM4A_HUMAN
2PXK SRP54_ECOLI
2PXL SRP54_ECOLI
2PXP SRP54_ECOLI
2PXQ SRP54_ECOLI
2PXR POL_HV1N5
2PXS GFPL1_ZOASP
2PXT SRP54_ECOLI
2PXU SRP54_ECOLI
2PXV SRP54_ECOLI
2PXW GFPL1_ZOASP
2PXX ECE2_HUMAN
2PXY HA2U_MOUSE
2PXZ PCKA_ECOLI
2PY0 FMPA_PSEAE
2PY1 FABPL_HUMAN
2PY3 FGFR2_HUMAN
2PY4 DUT_MYCTU
2PY5 DPOL_BPPH2
2PY7 PCKA_ECOLI
2PY9 PCBP2_HUMAN
2PYA RUBR_PYRAB
2PYC PA28_DABRR
2PYD PYGM_RABIT
2PYE 1A02_HUMAN
2PYF TCA_HUMAN
2PYG ALGE4_AZOVI
2PYH ALGE4_AZOVI
2PYI PYGM_RABIT
2PYJ DPOL_BPPH2
2PYK NUC_STAAW
2PYL DPOL_BPPH2
2PYM POL_HV1BR
2PYN POL_HV1BR
2PYO H2A_DROME
2PYP PYP_HALHA
2PYR PYP_HALHA
2PYS CVN_NOSEL
2PYT EUTQ_SALTY
2PYU RDGB_ECOLI
2PYZ PRTK_TRIAL
2PZ1 ARHG4_HUMAN
2PZ2 GNAI1_HUMAN
2PZ3 GNAI1_HUMAN
2PZ5 FGFR2_HUMAN
2PZ8 NADE_BACAN
2PZA NADE_BACAN
2PZB NADE_BACAN
2PZD HTRA2_HUMAN
2PZE CFTR_HUMAN
2PZF CFTR_HUMAN
2PZG CFTR_HUMAN
2PZH Y496_HELPY
2PZI PKNG_MYCTU
2PZN ALDR_HUMAN
2PZP FGFR2_HUMAN
2PZR FGFR2_HUMAN
2PZS DPOL_BPPH2
2PZT NUC_STAAW
2PZU NUC_STAAW
2PZV SDIS_PSEPU
2PZW NUC_STAAW
2PZX MTH_DROME
2PZY MAPK2_HUMAN
2PZZ Y1564_METJA
2Q01 UXAC_CAUCR
2Q05 DUSP_VACCW
2Q09 HUTI_AERHH
2Q0A HCN2_MOUSE
2Q0B FGFR2_HUMAN
2Q0I Y1000_PSEAE
2Q0J Y1000_PSEAE
2Q0K TRXB_HELPY
2Q0L TRXB_HELPY
2Q0M LYSC_CHICK
2Q0N PAK4_HUMAN
2Q0O TRAM_RHISN
2Q0R ACTS_RABIT
2Q0U ACTS_RABIT
2Q0Z U520_HUMAN
2Q11 BACE1_HUMAN
2Q12 DP13A_HUMAN
2Q13 DP13A_HUMAN
2Q15 BACE1_HUMAN
2Q16 RDGB_ECOLI
2Q1B CAH2_HUMAN
2Q1J FA10_HUMAN
2Q1L HMDH_HUMAN
2Q1M TNF18_HUMAN
2Q1N ACTS_RABIT
2Q1P PA28_DABRR
2Q1Q CAH2_HUMAN
2Q1X FTSZ_MYCTU
2Q1Y FTSZ_MYCTU
2Q1Z CHRR_RHOS4
2Q20 KV102_HUMAN
2Q21 RASH_HUMAN
2Q23 COAT_FHV
2Q25 COAT_FHV
2Q26 COAT_FHV
2Q27 OXC_ECOLI
2Q28 OXC_ECOLI
2Q29 OXC_ECOLI
2Q2B BACH_MOUSE
2Q2E TOP6A_METMA
2Q2F SELS_HUMAN
2Q2J PA22_BOTPI
2Q2M LACB_BOVIN
2Q2N HEMH_BACSU
2Q2O HEMH_BACSU
2Q2P LACB_BOVIN
2Q2Y KIF11_HUMAN
2Q2Z KIF11_HUMAN
2Q31 ACTS_RABIT
2Q32 HMOX2_HUMAN
2Q36 ACTS_RABIT
2Q37 TTHL_ARATH
2Q38 CAH2_HUMAN
2Q39 LACB_BOVIN
2Q3B CYSK_MYCTU
2Q3C CYSK_MYCTU
2Q3D CYSK_MYCTU
2Q3E UGDH_HUMAN
2Q3F RRAGD_HUMAN
2Q3G PDLI7_HUMAN
2Q3H RHOU_HUMAN
2Q3J HEMH_BACSU
2Q3K POL_HV1A2
2Q3M FSTL_ARATH
2Q3N AGGL_ABRPR
2Q3O OPR3_ARATH
2Q3P POP3_ARATH
2Q3Q Y1400_ARATH
2Q3R OPR1_ARATH
2Q3S Y5645_ARATH
2Q3T RDM1_ARATH
2Q3U AGUA_ARATH
2Q3V Y2416_ARATH
2Q3W TMOC_PSEME
2Q3X RIMS1_RAT
2Q3Y NR0B2_HUMAN
2Q3Z TGM2_HUMAN
2Q40 Y2734_ARATH
2Q41 SPD1_ARATH
2Q42 GLO2N_ARATH
2Q43 ILL2_ARATH
2Q44 Y1754_ARATH
2Q45 TRNH1_ARATH
2Q46 Y5224_ARATH
2Q47 Y1500_ARATH
2Q48 Y5848_ARATH
2Q49 ARGC_ARATH
2Q4A Y3136_ARATH
2Q4B Y5224_ARATH
2Q4C ANXD1_ARATH
2Q4D LOG8_ARATH
2Q4E Y4967_ARATH
2Q4F HP1_ORYSJ
2Q4G RINI_HUMAN
2Q4H GALT_ARATH
2Q4I AOC2_ARATH
2Q4J UGPA2_ARATH
2Q4K CK068_HUMAN
2Q4L GALT_ARATH
2Q4M Y5175_ARATH
2Q4N Y1926_ARATH
2Q4O LOG3_ARATH
2Q4P DCTP1_MOUSE
2Q4Q CK067_HUMAN
2Q4R PMM2_HUMAN
2Q4S CDO1_MOUSE
2Q4T 5NT3_MOUSE
2Q4U SEGN_DANRE
2Q4V SAT2_HUMAN
2Q4W CKX7_ARATH
2Q4X PM36_ARATH
2Q4Y Y1754_ARATH
2Q4Z ACY2_RAT
2Q50 GRHPR_HUMAN
2Q51 ACY2_HUMAN
2Q53 GGCT_HUMAN
2Q57 GFP_AEQVI
2Q59 PPARG_HUMAN
2Q5A PIN1_HUMAN
2Q5B PLAS_PHOLA
2Q5D IMB1_HUMAN
2Q5E CTDS2_HUMAN
2Q5F PPNK1_LISMO
2Q5G PPARD_HUMAN
2Q5H SYG_HUMAN
2Q5I SYG_HUMAN
2Q5J DCIP_AZOBR
2Q5L DCIP_AZOBR
2Q5O DCIP_AZOBR
2Q5P PPARG_HUMAN
2Q5Q DCIP_AZOBR
2Q5R LACC_STAAC
2Q5S PPARG_HUMAN
2Q5W MOAD_STAAN
2Q5X NUP98_HUMAN
2Q5Y NUP98_HUMAN
2Q61 PPARG_HUMAN
2Q63 POL_HV1BR
2Q64 POL_HV1BR
2Q66 PAP_YEAST
2Q6B HMDH_HUMAN
2Q6C HMDH_HUMAN
2Q6D R1AB_IBVM
2Q6F R1AB_IBVM
2Q6G R1AB_CVHSA
2Q6J ESR1_HUMAN
2Q6N CP2B4_RABIT
2Q6P GFP_AEQVI
2Q6Q SPC42_YEAST
2Q6R PPARG_HUMAN
2Q6S PPARG_HUMAN
2Q6W DRA_HUMAN
2Q6Z DCUP_HUMAN
2Q70 ESR1_HUMAN
2Q71 DCUP_HUMAN
2Q74 SUHB_MYCTU
2Q76 IGKC_MOUSE
2Q79 VE2_HPV16
2Q7D ITPK1_HUMAN
2Q7E PYLS_METMA
2Q7F YRRB_BACSU
2Q7G PYLS_METMA
2Q7H PYLS_METMA
2Q7I ANDR_HUMAN
2Q7J ANDR_HUMAN
2Q7K ANDR_HUMAN
2Q7L ANDR_HUMAN
2Q7M AL5AP_HUMAN
2Q7N LIFR_MOUSE
2Q7O PNPH_HUMAN
2Q7Q AAUA_ALCFA
2Q7R AL5AP_HUMAN
2Q7T TRAI1_ECOLI
2Q7U TRAI1_ECOLI
2Q7W AAT_ECOLI
2Q7X Y1565_STRPN
2Q7Y B2MG_MOUSE
2Q7Z CR1_HUMAN
2Q80 GGPPS_HUMAN
2Q81 ZBT17_HUMAN
2Q83 COTI_BACSU
2Q85 MURB_ECOLI
2Q86 TCA_MOUSE
2Q87 CLM8_HUMAN
2Q8A AMA1_PLAFF
2Q8B AMA1_PLAFF
2Q8C KDM4A_HUMAN
2Q8D KDM4A_HUMAN
2Q8E KDM4A_HUMAN
2Q8F PDK1_HUMAN
2Q8G PDK1_HUMAN
2Q8H PDK1_HUMAN
2Q8I ODP2_HUMAN
2Q8J TRFL_BOVIN
2Q8K PA2G4_HUMAN
2Q8M F16PA_ECOLI
2Q8N G6PI_THEMA
2Q8P ISDE_STAAN
2Q8Q ISDE_STAAN
2Q8R CCL14_HUMAN
2Q8S PPARG_HUMAN
2Q8T CCL14_HUMAN
2Q8Y VRP3_SALEN
2Q91 S10A4_HUMAN
2Q92 AMPM_ECOLI
2Q93 AMPM_ECOLI
2Q94 AMPM_ECOLI
2Q95 AMPM_ECOLI
2Q96 AMPM_ECOLI
2Q97 ACTS_RABIT
2Q98 PRL_HUMAN
2Q99 LYS1_YEAST
2Q9A FTSY_THEAQ
2Q9B FTSY_THEAQ
2Q9C FTSY_THEAQ
2Q9D LYS_BPT4
2Q9E LYS_BPT4
2Q9F CP46A_HUMAN
2Q9G CP46A_HUMAN
2Q9H DAPF_HAEIN
2Q9I FIBA_HUMAN
2Q9J DAPF_HAEIN
2Q9M AMPC_ENTCL
2Q9N AMPC_ENTCL
2Q9O LAC1_MELAO
2Q9P NUDT3_HUMAN
2Q9Q PSF1_HUMAN
2Q9S FABP4_MOUSE
2Q9V MAGI1_HUMAN
2Q9X FGF1_HUMAN
2Q9Y TRI5_FUSSP
2Q9Z TRI5_FUSSP
2QA3 AAT_ECOLI
2QA4 RL10_HALMA
2QA5 SEPT2_HUMAN
2QA6 ESR1_HUMAN
2QA7 HIP1_HUMAN
2QA8 ESR1_HUMAN
2QA9 PRTB_STRGR
2QAA PRTB_STRGR
2QAB ESR1_HUMAN
2QAC MYOA_PLAYO
2QAD CD4_HUMAN
2QAE DLDH_TRYCR
2QAG SEPT2_HUMAN
2QAI VATF_PYRFU
2QAJ KAD_BACSU
2QAK POL_HV1BR
2QAL RS10_ECOLI
2QAM RL11_ECOLI
2QAN RS10_ECOLI
2QAO RL11_ECOLI
2QAR ETV6_HUMAN
2QB0 ETV6_HUMAN
2QB1 ETV6_HUMAN
2QB2 AAT_ECOLI
2QB3 AAT_ECOLI
2QB5 ITPK1_HUMAN
2QB6 PPX1_YEAST
2QB7 PPX1_YEAST
2QB8 PPX1_YEAST
2QB9 RS10_ECOLI
2QBA RL11_ECOLI
2QBB RS10_ECOLI
2QBC RL11_ECOLI
2QBD RS10_ECOLI
2QBE RL11_ECOLI
2QBF RS10_ECOLI
2QBG RL11_ECOLI
2QBH RS10_ECOLI
2QBI RL11_ECOLI
2QBJ RS10_ECOLI
2QBK RL11_ECOLI
2QBL CPXA_PSEPU
2QBM CPXA_PSEPU
2QBN CPXA_PSEPU
2QBO CPXA_PSEPU
2QBP PTN1_HUMAN
2QBQ PTN1_HUMAN
2QBR PTN1_HUMAN
2QBS PTN1_HUMAN
2QBT AAT_ECOLI
2QBV Y948_MYCTU
2QBW LAP2_HUMAN
2QBX EPHB2_HUMAN
2QBY CDC61_SULSO
2QC1 ACHA_MOUSE
2QC2 R1AB_CVHSA
2QC3 FABD_MYCTU
2QC6 CSK2A_MAIZE
2QC7 ERP29_HUMAN
2QC8 GLNA_HUMAN
2QCA RNAS1_BOVIN
2QCB SAV_STRAV
2QCC PYR5_HUMAN
2QCD PYR5_HUMAN
2QCE PYR5_HUMAN
2QCF PYR5_HUMAN
2QCG PYR5_HUMAN
2QCH PYR5_HUMAN
2QCI POL_HV1BR
2QCJ PTN22_HUMAN
2QCL PYR5_HUMAN
2QCM PYR5_HUMAN
2QCN PYR5_HUMAN
2QCP CUSF_ECOLI
2QCQ BMP3_HUMAN
2QCS KAP0_BOVIN
2QCT PTN22_HUMAN
2QCU GLPD_ECOLI
2QCV IOLC_BACHD
2QCW BMP6_HUMAN
2QCX TENA_BACSU
2QCY R1AB_CVHSA
2QCZ YAET_ECOLI
2QD0 CISD1_HUMAN
2QD1 HEMH_HUMAN
2QD2 HEMH_HUMAN
2QD3 HEMH_HUMAN
2QD4 HEMH_HUMAN
2QD5 HEMH_HUMAN
2QD6 POL_HV1BR
2QD7 POL_HV1BR
2QD8 POL_HV1BR
2QD9 MK14_HUMAN
2QDB NUC_STAAU
2QDC PTN7_HUMAN
2QDF YAET_ECOLI
2QDI OB76A_DROME
2QDJ RB_HUMAN
2QDK UDP_SALTY
2QDM PTN7_HUMAN
2QDP PTN7_HUMAN
2QDQ TLN1_MOUSE
2QDS BLAB_AERHY
2QDT BLA1_STEMA
2QDV AMCY_PARDE
2QDW AMCY_PARDE
2QDY NHAA_RHOER
2QDZ FHAC_BORPE
2QE0 GAPN_STRMU
2QE3 TNF15_HUMAN
2QE4 ESR1_HUMAN
2QE9 YIZA_BACSU
2QED GLO2_SALTY
2QEJ IGHA1_HUMAN
2QEL TTHY_HUMAN
2QEP PTPR2_HUMAN
2QEQ POLG_KUNJM
2QES RIPL2_PHYDI
2QET RIPL2_PHYDI
2QEW PCKGC_RAT
2QEX RL10_HALMA
2QEY PCKGC_RAT
2QF0 DEGS_ECOLI
2QF1 PCKGC_RAT
2QF2 PCKGC_RAT
2QF3 DEGS_ECOLI
2QF6 HS90A_HUMAN
2QF8 CH3L1_BUBBU
2QFA BIRC5_HUMAN
2QFB DDX58_HUMAN
2QFD DDX58_HUMAN
2QFE CAN7_HUMAN
2QFF SCIN_STAAR
2QFG CFAH_HUMAN
2QFH CFAH_HUMAN
2QFI FIEF_ECOLI
2QFJ PUF60_HUMAN
2QFL SUHB_ECOLI
2QFO HS90A_HUMAN
2QFP PPAF_PHAVU
2QFQ AROA_ECOLI
2QFR PPAF_PHAVU
2QFS AROA_ECOLI
2QFT AROA_ECOLI
2QFU AROA_ECOLI
2QFV IDHP_YEAST
2QFW IDHP_YEAST
2QFX IDHP_YEAST
2QFY IDHP_YEAST
2QFZ TB22A_HUMAN
2QG0 HS90A_HUMAN
2QG1 MPDZ_HUMAN
2QG2 HS90A_HUMAN
2QG3 Y2059_ARCFU
2QG4 UGDH_HUMAN
2QG6 NRK1_HUMAN
2QG9 PYRB_ECOLI
2QGB TTHY_HUMAN
2QGC TTHY_HUMAN
2QGD TTHY_HUMAN
2QGE TTHY_HUMAN
2QGF PYRB_ECOLI
2QGG RIMM_ACIAD
2QGH DCDA_HELPY
2QGI YAT6_RHOBL
